,0
5201,this
5202,is
5203,going
5204,to
5205,be
5206,the
5207,kind
5208,of
5209,forum
5210,that
5211,we're
5212,going
5213,to
5214,continue
5215,to
5216,update
5217,our
5218,constituents
5219,um
5220,about
5221,our
5222,our
5223,greenhouse
5224,gas
5225,accounting
5226,um
5227,in
5228,our
5229,sustainability
5230,report.
5231,so
5232,we
5233,we've
5234,now
5235,kind
5236,of
5237,aligned
5238,that
5239,all
5240,of
5241,our
5242,major
5243,initiatives
5244,were
5245,just
5246,going
5247,to
5248,ladder
5249,into
5250,this
5251,report
5252,um
5253,and
5254,we'll
5255,be
5256,publishing
5257,it
5258,on
5259,an
5260,annual
5261,basis.
5262,um
5263,but
5264,then
5265,we
5266,also
5267,use
5268,our
5269,just
5270,like
5271,website
5272,as
5273,"well,"
5274,so
5275,we
5276,have
5277,kind
5278,of
5279,an
5280,offshoot
5281,landing
5282,page
5283,that's
5284,connected
5285,to
5286,our
5287,sustainability
5288,site
5289,um
5290,where
5291,we
5292,just
5293,talk
5294,about
5295,our
5296,science
5297,based
5298,targets
5299,and
5300,we
5301,try
5302,to
5303,break
5304,it
5305,down
5306,for
5307,anybody
5308,who
5309,wants
5310,to
5311,learn
5312,more.
5313,um
5314,so
5315,yeah
5316,that's
5317,that's
5318,kind
5319,of
5320,where
5321,we're
5322,reporting
5323,it
5324,right
5325,now.
5326,we're
5327,not
5328,we
5329,are
5330,not
5331,yet
5332,um
5333,disclosing
5334,to
5335,carbon
5336,disclosure
5337,project
5338,or
5339,um
5340,any
5341,other
5342,uh
5343,"yeah,"
5344,i
5345,don't
5346,know
5347,reporting
5348,structures
5349,um
5350,"yeah,"
5351,we're
5352,just
5353,trying
5354,to
5355,take
5356,like
5357,11
5358,step
5359,at
5360,a
5361,time.
5362,"yeah,"
5363,it
5364,sounds
5365,great
5366,um
5367,"yeah,"
5368,so
5369,we're
5370,getting
5371,closer
5372,to
5373,the
5374,top
5375,of
5376,the
5377,"hour,"
5378,is
5379,there
5380,in
5381,general
5382,in
5383,korea
5384,whether
5385,ever
5386,lean
5387,or
5388,past
5389,um
5390,"jobs,"
5391,like
5392,what
5393,are
5394,some
5395,of
5396,the
5397,biggest
5398,challenges
5399,that
5400,you've
5401,seen
5402,faced
5403,in
5404,either
5405,measurement
5406,or
5407,like
5408,the
5409,management
5410,or
5411,reporting
5412,of
5413,um
5414,a
5415,sustainability
5416,um
5417,just
5418,very
5419,loaded
5420,question
5421,but
5422,um
5423,anything
5424,that
5425,you
5426,want
5427,to
5428,share
5429,would
5430,be
5431,great.
5432,i
5433,mean
5434,like
5435,what
5436,are
5437,just
5438,the
5439,biggest
5440,challenges
5441,you've
5442,seen
5443,or
5444,anything?
5445,yeah.
5446,"yeah,"
5447,i
5448,think
5449,the
5450,biggest
5451,"challenge,"
5452,well
5453,there
5454,are
5455,a
5456,lot
5457,of
5458,challenges
5459,i
5460,think
5461,um
5462,the
5463,first
5464,is
5465,that
5466,our
5467,systems
5468,don't
5469,always
5470,talk
5471,to
5472,one
5473,"another,"
5474,so
5475,we
5476,actually
5477,have
5478,quite
5479,a
5480,number
5481,of
5482,like
5483,pretty
5484,big
5485,work
5486,drivers
5487,that
5488,were
5489,working
5490,against
5491,um
5492,right
5493,now
5494,that
5495,would
5496,just
5497,be
5498,so
5499,seamlessly
5500,easy
5501,if
5502,our
5503,internal
5504,systems
5505,could
5506,kind
5507,of
5508,speak
5509,to
5510,these
5511,like
5512,external
5513,platforms
5514,um
5515,or
5516,at
5517,least
5518,push
5519,information
5520,into
5521,them.
5522,um
5523,i
5524,think
5525,that's
5526,a
5527,really
5528,big
5529,myths
5530,and
5531,that's
5532,just
5533,something
5534,that's
5535,kind
5536,of
5537,like
5538,a
5539,recurring
5540,theme.
5541,those
5542,are
5543,also
5544,the
5545,projects
5546,that
5547,tend
5548,to
5549,take
5550,the
5551,most
5552,kind
5553,of
5554,upfront
5555,thought
5556,and
5557,preparation
5558,and
5559,and
5560,it's
5561,really
5562,something
5563,you
5564,have
5565,to
5566,build
5567,"into,"
5568,it's
5569,not
5570,something
5571,you
5572,can
5573,just
5574,like
5575,plug
5576,in
5577,and
5578,and
5579,have
5580,it
5581,seamlessly
5582,operate.
5583,so
5584,um
5585,i
5586,would
5587,say
5588,at
5589,a
5590,berlin
5591,we're
5592,a
5593,little
5594,behind
5595,on
5596,that
5597,front.
5598,um
5599,just
5600,having
5601,our
5602,our
5603,systems
5604,kind
5605,of
5606,be
5607,equipped
5608,to
5609,talk
5610,to
5611,others
5612,um
5613,and
5614,and
5615,vice
5616,versa
5617,have
5618,them
5619,have
5620,been
5621,talked
5622,to
5623,our
5624,systems
5625,as
5626,well.
5627,i
5628,think
5629,in
5630,in
5631,the
5632,kind
5633,of
5634,carbon
5635,accounting
5636,world
5637,there's
5638,always
5639,this
5640,push
5641,and
5642,pull
5643,between
5644,um
5645,you
5646,know
5647,using
5648,your
5649,using
5650,primary
5651,data
5652,and
5653,uh
5654,leveraging
5655,"averages,"
5656,regional
5657,"country,"
5658,you
5659,"know,"
5660,whatever
5661,specific
5662,averages.
5663,um
5664,and
5665,this
5666,is
5667,a
5668,really
5669,hot
5670,topic
5671,in
5672,our
5673,industry
5674,right
5675,"now,"
5676,i'm
5677,not
5678,sure
5679,if
5680,you've
5681,been
5682,following
5683,some
5684,of
5685,the
5686,news
5687,but
5688,um
5689,there's
5690,the
5691,hig
5692,platform
5693,has
5694,actually
5695,gotten
5696,some
5697,pretty
5698,big
5699,um
5700,backlash
5701,and
5702,write
5703,ups
5704,um
5705,for
5706,various
5707,various
5708,"reasons,"
5709,i
5710,think
5711,like
5712,generally
5713,l.
5714,c.
5715,a
5716,"methodology,"
5717,databases
5718,that
5719,are
5720,either
5721,open
5722,or
5723,closed.
5724,just
5725,an
5726,ongoing
5727,discussion
5728,of
5729,like
5730,how
5731,accurate
5732,are
5733,these
5734,"values,"
5735,especially
5736,from
5737,external
5738,forces
5739,kind
5740,of
5741,trying
5742,to
5743,poke
5744,in
5745,and
5746,poke
5747,holes.
5748,um
5749,you
5750,"know,"
5751,i
5752,think
5753,in
5754,an
5755,ideal
5756,world
5757,we
5758,would
5759,all
5760,love
5761,to
5762,be
5763,using
5764,primary
5765,data.
5766,the
5767,uh
5768,the
5769,reality
5770,is
5771,like
5772,we
5773,just
5774,"can't,"
5775,it's
5776,not
5777,feasible.
5778,so
5779,we
5780,have
5781,to
5782,leverage
5783,"some,"
5784,you
5785,"know,"
5786,pro
5787,proxies
5788,where
5789,"we,"
5790,where
5791,we
5792,need
5793,to
5794,um
5795,and
5796,just
5797,have
5798,that
5799,as
5800,a
5801,directional
5802,read.
5803,so
5804,i'm
5805,not
5806,sure
5807,if
5808,there's
5809,as
5810,much
5811,pressure
5812,and
5813,maybe
5814,some
5815,other
5816,industries
5817,around
5818,"this,"
5819,but
5820,certainly
5821,in
5822,"the,"
5823,in
5824,the
5825,fashion
5826,world
5827,there
5828,is.
5829,"um,"
5830,so
5831,"there's,"
5832,there's
5833,that
5834,concern
5835,and
5836,"yeah,"
5837,i
5838,still
5839,"think,"
5840,i
5841,think
5842,that
5843,there's
5844,just
5845,like
5846,a
5847,real
5848,um
5849,i
5850,don't
5851,know
5852,if
5853,it's
5854,a
5855,misunderstanding
5856,or
5857,a
5858,disconnect
5859,or
5860,"what,"
5861,but
5862,i
5863,think
5864,there's
5865,still
5866,just
5867,not
5868,a
5869,very
5870,strong
5871,understanding
5872,kind
5873,of
5874,broadly
5875,um
5876,of
5877,"how,"
5878,how
5879,the
5880,decisions
5881,we
5882,"make,"
5883,what
5884,"the,"
5885,what
5886,the
5887,product
5888,kind
5889,of
5890,makeup
5891,"is,"
5892,"um,"
5893,how
5894,that
5895,impacts
5896,what
5897,like
5898,an
5899,emissions
5900,profile
5901,can
5902,be.
5903,and
5904,i
5905,think
5906,emissions
5907,are
5908,actually
5909,one
5910,of
5911,the
5912,easier
5913,ones
5914,to
5915,understand
5916,whenever
5917,we
5918,start
5919,talking
5920,about
5921,water
5922,and
5923,chemistry
5924,it
5925,or
5926,like
5927,soil
5928,"health,"
5929,"biodiversity,"
5930,like
5931,all
5932,of
5933,these
5934,really
5935,big
5936,um
5937,topics
5938,that
5939,are
5940,so
5941,crucial
5942,and
5943,important
5944,are
5945,actually
5946,really
5947,difficult
5948,to
5949,kind
5950,of
5951,break
5952,down
5953,into
5954,sizable
5955,chunks.
5956,um
5957,and
5958,i
5959,think
5960,that's
5961,difficult
5962,for
5963,a
5964,customer
5965,perspective
5966,for
5967,sure.
5968,um
5969,you
5970,"know,"
5971,whenever
5972,they're
5973,just
5974,looking
5975,to
5976,buy
5977,a
5978,new
5979,t
5980,shirt
5981,or
5982,a
5983,pair
5984,of
5985,jeans
5986,that
5987,fit
5988,um
5989,it's
5990,kind
5991,of
5992,hard
5993,to
5994,kind
5995,of
5996,make
5997,the
5998,jump
5999,to
6000,this
6001,like
6002,educational
6003,world
6004,where
6005,you're
6006,talking
6007,about
6008,like
6009,carbon
6010,footprint
6011,"and,"
6012,you
6013,"know,"
6014,soil
6015,microbiome
6016,"health,"
6017,like
6018,"it's,"
6019,it's
6020,just
6021,very
6022,complex
6023,and
6024,complicated.
6025,um
6026,and
6027,it's
6028,even
6029,hard
6030,from
6031,an
6032,internal
6033,perspective
6034,to
6035,even
6036,at
6037,a
6038,company
6039,like
6040,ever
6041,lane
6042,where
6043,the
6044,population
6045,is
6046,super
6047,interested
6048,and
6049,"they,"
6050,they're
6051,hungry
6052,for
6053,information
6054,and
6055,they
6056,want
6057,to
6058,learn.
6059,i
6060,think
6061,there's
6062,still
6063,a
6064,lot
6065,of
6066,just
6067,misunderstanding
6068,about
6069,what
6070,it
6071,means
6072,and
6073,what
6074,the
6075,right
6076,decisions
6077,are
6078,and
6079,how
6080,we
6081,kind
6082,of
6083,can
6084,get
6085,there.
6086,"so,"
6087,"um,"
6088,"yeah,"
6089,i
6090,don't
6091,"know,"
6092,i
6093,hope
6094,"it,"
6095,i
6096,hope
6097,it
6098,all
6099,becomes
6100,more
6101,part
6102,of
6103,the
6104,vernacular
6105,and
6106,just
6107,kind
6108,of
6109,a
6110,way
6111,of
6112,doing
6113,"business,"
6114,but
6115,we're
6116,definitely
6117,trying
6118,to
6119,build
6120,"something,"
6121,i
6122,think
6123,that
6124,doesn't
6125,exist
6126,most
6127,places.
6128,and
6129,so
6130,that's
6131,really
6132,difficult.
6133,yeah.
6134,"yeah,"
6135,but
6136,also
6137,there's
6138,a
6139,lot
6140,of
6141,action
6142,in
6143,that
6144,world
6145,at
6146,the
6147,moment
6148,and
6149,the
6150,carbon
6151,accounting
6152,software
6153,platforms.
6154,"yeah,"
6155,it's
6156,watershed
6157,and
6158,a
6159,lot
6160,of
6161,other
6162,companies
6163,each
6164,have
6165,very
6166,specific
6167,ways
6168,of
6169,handling
6170,it.
6171,um
6172,so
6173,it's
6174,improving.
6175,uh
6176,but
6177,"yeah,"
6178,is
6179,there
6180,anything
6181,this
6182,has
6183,been
6184,super
6185,helpful?
6186,"um,"
6187,your
6188,experience
6189,is
6190,"very,"
6191,"very,"
6192,um
6193,extends
6194,and
6195,it's
6196,been
6197,a
6198,great
6199,conversation
6200,for
6201,myself
6202,and
6203,i'm
6204,sure
6205,my
6206,colleague
6207,was
6208,taking
6209,notes
6210,as
6211,well.
6212,is
6213,there
6214,anything
6215,else
6216,that
6217,you
6218,would
6219,want
6220,to
6221,share
6222,"about,"
6223,you
6224,"know,"
6225,any
6226,other
6227,challenges
6228,or
6229,anything
6230,and
6231,sustainability
6232,and
6233,like
6234,just
6235,the
6236,profession
6237,and
6238,where
6239,it's
6240,going
6241,and
6242,"yeah,"
6243,sure.
6244,"yeah,"
6245,i
6246,"mean,"
6247,i
6248,think
6249,um
6250,at
6251,least
6252,in
6253,the
6254,apparel
6255,"industry,"
6256,it
6257,seems
6258,to
6259,be
6260,a
6261,"growth,"
6262,it
6263,seems
6264,to
6265,be
6266,growing
6267,and
6268,kind
6269,of
6270,not
6271,stopping.
6272,i
6273,remember
6274,whenever
6275,i
6276,first
6277,um
6278,i
6279,started
6280,working
6281,in
6282,this
6283,"industry,"
6284,there
6285,were
6286,few
6287,and
6288,far
6289,"between,"
6290,i
6291,mean
6292,obviously
6293,like
6294,the
6295,big
6296,examples
6297,that
6298,everybody
6299,thinks
6300,about
6301,patagonia
6302,island
6303,fisher
6304,obviously
6305,have
6306,existed
6307,for
6308,a
6309,long
6310,"time,"
6311,but
6312,the
6313,amount
6314,of
6315,jobs
6316,just
6317,from
6318,like
6319,job
6320,searches
6321,that
6322,i
6323,saw
6324,back
6325,then
6326,compared
6327,to
6328,now
6329,is
6330,like
6331,mind
6332,blowing.
6333,um
6334,so
6335,i
6336,definitely
6337,think
6338,that
6339,it
6340,seems
6341,like
6342,this
6343,is
6344,a
6345,growing
6346,kind
6347,of
6348,trend
6349,um
6350,which
6351,i
6352,think
6353,can
6354,only
6355,yield
6356,really
6357,positive
6358,"results,"
6359,i
6360,think.
6361,um
6362,and
6363,i'm
6364,curious
6365,to
6366,know
6367,what
6368,you
6369,all
6370,are
6371,seeing
6372,as
6373,well
6374,in
6375,your
6376,"research,"
6377,but
6378,there's
6379,"still,"
6380,it
6381,still
6382,seems
6383,like
6384,we're
6385,all
6386,kind
6387,of
6388,occupying
6389,very
6390,small
6391,teams
6392,and
6393,team
6394,structures
6395,within
6396,"organizations,"
6397,even
6398,huge
6399,parent
6400,companies
6401,tend
6402,to
6403,have
6404,like
6405,much
6406,smaller
6407,uh
6408,sustainability
6409,teams
6410,compared
6411,to
6412,"others,"
6413,um
6414,although
6415,there
6416,is
6417,still
6418,quite
6419,a
6420,lot
6421,"of,"
6422,you
6423,"know,"
6424,metrics
6425,and
6426,analysis
6427,and
6428,"strategizing,"
6429,like
6430,there's
6431,still
6432,quite
6433,a
6434,lot
6435,of
6436,complexity
6437,in
6438,the
6439,work
6440,that
6441,we
6442,"do,"
6443,but
6444,we
6445,just
6446,sort
6447,of
6448,have
6449,to
6450,be
6451,jacks
6452,of
6453,all
6454,trades
6455,for
6456,a
6457,long
6458,time
6459,until
6460,the
6461,size
6462,of
6463,our
6464,teams
6465,can
6466,grow.
6467,um
6468,so
6469,i
6470,don't
6471,"know,"
6472,"it's,"
6473,i
6474,think
6475,maybe
6476,the
6477,next
6478,horizon
6479,or
6480,at
6481,least
6482,what
6483,i'm
6484,hoping
6485,"is,"
6486,you
6487,"know,"
6488,not
6489,everybody
6490,can
6491,kind
6492,of
6493,be
6494,the
6495,sustainability
6496,person
6497,or
6498,people
6499,in
6500,a
6501,"company,"
6502,but
6503,um
6504,hopefully
6505,there's
6506,you
6507,"know,"
6508,more
6509,education
6510,or
6511,at
6512,least
6513,more
6514,of
6515,a
6516,path
6517,to
6518,education
6519,for
6520,these
6521,types
6522,of
6523,topics
6524,within
6525,like
6526,specific
6527,trades
6528,or
6529,"studies,"
6530,so
6531,um
6532,i
6533,don't
6534,"know,"
6535,so
6536,they're
6537,a
6538,little
6539,sustainability
6540,advocates
6541,who
6542,"are,"
6543,you
6544,"know,"
6545,joining
6546,out
6547,of
6548,college
6549,to
6550,work
6551,in
6552,product
6553,development
6554,and
6555,they
6556,have
6557,a
6558,background
6559,and
6560,understanding
6561,similarly
6562,to
6563,what
6564,you
6565,would
6566,for
6567,like
6568,general
6569,accounting
6570,or
6571,or
6572,like
6573,finance.
6574,um
6575,so
6576,i
6577,don't
6578,"know,"
6579,i
6580,haven't
6581,really
6582,seen
6583,"that,"
6584,i've
6585,seen
6586,a
6587,lot
6588,of
6589,big
6590,explosion
6591,in
6592,um
6593,people
6594,who
6595,are
6596,like
6597,traditionally
6598,educated
6599,or
6600,trained
6601,on
6602,these
6603,subjects
6604,who
6605,are
6606,coming
6607,in
6608,to
6609,kind
6610,of
6611,set
6612,the
6613,strategic
6614,goals
6615,um
6616,for
6617,companies
6618,"generally,"
6619,but
6620,not
6621,as
6622,much
6623,um
6624,you
6625,"know,"
6626,sustainability
6627,being
6628,like
6629,part
6630,of
6631,an
6632,education
6633,across
6634,other
6635,uh
6636,"yeah,"
6637,that's
6638,actually
6639,a
6640,theme
6641,that
6642,i
6643,keep
6644,hearing
6645,and
6646,it's
6647,not
6648,all
6649,of
6650,our
6651,research
6652,at
6653,"all,"
6654,like
6655,we're
6656,we
6657,work
6658,on
6659,like
6660,right
6661,now
6662,we're
6663,working
6664,on
6665,auditing
6666,"platform,"
6667,we're
6668,looking
6669,to
6670,incorporate
6671,um
6672,ways
6673,to
6674,manage
6675,your
6676,science
6677,based
6678,"targets,"
6679,but
6680,everyone
6681,that
6682,i've
6683,spoken
6684,to
6685,has
6686,said
6687,something
6688,along
6689,the
6690,lines
6691,of
6692,like
6693,how
6694,it
6695,needs
6696,to
6697,become
6698,more
6699,part
6700,of
6701,the
6702,business
6703,and
6704,so
6705,it
6706,was
6707,really
6708,interesting
6709,to
6710,hear
6711,that
6712,your
6713,leadership
6714,has
6715,kpi
6716,s
6717,attached
6718,to
6719,sustainability.
6720,um
6721,but
6722,i
6723,think
6724,yeah
6725,that's
6726,kind
6727,of
6728,what
6729,every
6730,company
6731,is
6732,"gonna,"
6733,you
6734,"know,"
6735,eventually
6736,it
6737,"will,"
6738,it's
6739,kind
6740,of
6741,like
6742,a
6743,thing
6744,now
6745,and
6746,eventually
6747,it
6748,will
6749,disappear
6750,and
6751,it
6752,will
6753,become
6754,something
6755,that
6756,we
6757,all
6758,do
6759,and
6760,attached
6761,to
6762,all
6763,of
6764,our
6765,kpi
6766,s
6767,and
6768,all
6769,of
6770,our
6771,"professionals,"
6772,no
6773,matter
6774,what
6775,role
6776,you
6777,have.
6778,"yeah,"
6779,well
6780,that's
6781,certainly
6782,what
6783,we're
6784,trying
6785,to
6786,do.
6787,but
6788,um
6789,"again,"
6790,ever
6791,lynn
6792,is
6793,kind
6794,of
6795,a
6796,special
6797,place
6798,and
6799,we're
6800,we're
6801,also
6802,not
6803,like
6804,governed
6805,by
6806,um
6807,you
6808,"know,"
6809,we're
6810,not
6811,publicly
6812,traded.
6813,so
6814,i
6815,don't
6816,think
6817,we
6818,have
6819,a
6820,lot
6821,of
6822,the
6823,same
6824,pressure
6825,um
6826,to
6827,deliver
6828,"on,"
6829,you
6830,"know,"
6831,whatever.
6832,um
6833,but
6834,"yeah,"
6835,i
6836,don't
6837,"know,"
6838,it's
6839,it's
6840,"interesting,"
6841,it's
6842,an
6843,interesting
6844,time.
6845,i
6846,think
6847,we're
6848,seeing
6849,a
6850,lot
6851,of
6852,"progress,"
6853,which
6854,is
6855,really
6856,cool.
6857,yeah.
6858,"yeah,"
6859,i'll
6860,let
6861,you
6862,get
6863,back
6864,to
6865,your
6866,day
6867,and
6868,i
6869,hope
6870,you
6871,feel
6872,better.
6873,this
6874,has
6875,been
6876,super
6877,"helpful,"
6878,thank
6879,you
6880,so
6881,much
6882,for
6883,your
6884,time
6885,and
6886,"yeah,"
6887,no
6888,worries.
6889,happy
6890,to
6891,talk
6892,with
6893,you.
6894,are
6895,you
6896,all
6897,going
6898,to
6899,be
6900,publishing
6901,something
6902,or
6903,is
6904,this
6905,more
6906,just
6907,for
6908,internal
6909,research?
6910,the
6911,research
6912,is
6913,internal.
6914,um
6915,"yeah,"
6916,we
6917,were
6918,not
6919,publishing
6920,anything.
6921,our
6922,platform
6923,is
6924,"at,"
6925,our
6926,website
6927,has
6928,sustained
6929,that
6930,life.
6931,um
6932,we
6933,we
6934,have
6935,some
6936,screenshots.
6937,um
6938,i
6939,"believe,"
6940,"yeah,"
6941,you
6942,"can,"
6943,if
6944,you
6945,are
6946,interested
6947,in
6948,getting
6949,more
6950,"information,"
6951,you
6952,could
6953,schedule
6954,a
6955,demo
6956,or
6957,i
6958,could
6959,connect
6960,you
6961,to
6962,that
6963,person
6964,myself.
6965,um
6966,you
6967,"know,"
6968,i
6969,don't
6970,want
6971,to
6972,do
6973,any
6974,type
6975,of
6976,sales.
6977,"no,"
6978,"no,"
6979,it
6980,it
6981,might
6982,be
6983,interesting
6984,at
6985,some
6986,point
6987,maybe
6988,i
6989,don't
6990,know
6991,where
6992,in
6993,like
6994,your
6995,iteration
6996,um
6997,you're
6998,"at,"
6999,but
7000,i
7001,think
7002,we're
7003,always
7004,really
7005,intrigued
7006,to
7007,just
7008,kind
7009,of
7010,like
7011,learn
7012,what's
7013,out
7014,there
7015,and
7016,understand
7017,um
7018,you
7019,know
7020,what
7021,various
7022,platforms
7023,or
7024,partnerships
7025,would
7026,both
7027,cost
7028,"us,"
7029,but
7030,also
7031,afford
7032,us
7033,in
7034,in
7035,these
7036,big
7037,goals
7038,that
7039,we
7040,"have,"
7041,and
7042,i
7043,think
7044,a
7045,common
7046,theme
7047,is
7048,just
7049,like
7050,trying
7051,to
7052,um
7053,remove
7054,complexities
7055,for
7056,everybody
7057,um
7058,and
7059,so
7060,if
7061,we
7062,can
7063,use
7064,tools
7065,or
7066,platforms
7067,or
7068,software
7069,or
7070,whatever
7071,to
7072,kind
7073,of
7074,help
7075,us
7076,do
7077,"that,"
7078,then
7079,that's
7080,obviously
7081,really
7082,"great,"
7083,but
7084,"okay,"
7085,um
7086,so
7087,if
7088,i
7089,introduce
7090,you
7091,to
7092,someone
7093,via
7094,"email,"
7095,that's
7096,okay
7097,and
7098,"yeah,"
7099,"okay,"
7100,"cool,"
7101,i'll
7102,find
7103,out
7104,who
7105,to
7106,connect
7107,you
7108,with
7109,and
7110,"yeah,"
7111,we
7112,have
7113,a
7114,lot
7115,of
7116,different
7117,things
7118,that
7119,you
7120,touched
7121,"on,"
7122,so
7123,they'll
7124,be
7125,able
7126,to
7127,help
7128,you
7129,out.
7130,cool.
7131,"yeah,"
7132,"well,"
7133,thank
7134,you
7135,so
7136,much.
7137,alright.
7138,you
7139,too.
7140,bye.
7141,transcript
7142,sounds
7143,very
7144,official.
7145,this
7146,session
7147,is
7148,now
7149,being
7150,recorded
7151,alright.
7152,very
7153,"official,"
7154,very
7155,official.
7156,um
7157,okay
7158,so
7159,we
7160,are
7161,working
7162,on
7163,some
7164,research
7165,with
7166,consultants
7167,as
7168,well
7169,as
7170,um
7171,in
7172,house
7173,sustainability
7174,professionals
7175,to
7176,improve
7177,our
7178,products
7179,and
7180,um
7181,i'm
7182,a
7183,senior
7184,product
7185,designer
7186,here.
7187,i
7188,basically
7189,have
7190,been
7191,talking
7192,to
7193,a
7194,lot
7195,of
7196,different
7197,people
7198,and
7199,well
7200,you
7201,know
7202,it
7203,helps
7204,us
7205,gain
7206,information
7207,to
7208,make
7209,our
7210,products
7211,better
7212,so
7213,there's
7214,no
7215,right
7216,or
7217,wrong
7218,answers.
7219,um
7220,it's
7221,you
7222,"know,"
7223,your
7224,"experience,"
7225,that's
7226,a
7227,valuable
7228,thing
7229,here
7230,and
7231,usually
7232,we
7233,we
7234,take
7235,about
7236,45
7237,minutes.
7238,um
7239,i
7240,booked
7241,for
7242,an
7243,hour
7244,but
7245,it
7246,doesn't
7247,have
7248,to
7249,be
7250,45
7251,you
7252,"know,"
7253,it's
7254,whenever
7255,we
7256,have
7257,like
7258,a
7259,good
7260,conversation
7261,around
7262,then.
7263,um
7264,well
7265,i'm
7266,gonna
7267,ask
7268,you
7269,questions
7270,about
7271,just
7272,high
7273,level
7274,general
7275,like
7276,how
7277,you
7278,got
7279,started
7280,and
7281,then
7282,we
7283,can
7284,talk
7285,about
7286,more
7287,specific
7288,tasks
7289,you
7290,have
7291,issues
7292,with
7293,that
7294,you
7295,would
7296,love
7297,like
7298,software
7299,solutions
7300,for
7301,but
7302,"yeah,"
7303,before
7304,you
7305,know
7306,i
7307,keep
7308,going
7309,um
7310,it
7311,would
7312,be
7313,great
7314,to
7315,hear
7316,about
7317,your
7318,experience
7319,and
7320,and
7321,how
7322,you
7323,got
7324,into
7325,carbon
7326,accounting
7327,and
7328,sustainability.
7329,sure.
7330,so
7331,my
7332,name
7333,is
7334,name-extracted.
7335,i'm
7336,a
7337,senior
7338,associate
7339,here
7340,at
7341,company-name-extracted.
7342,we
7343,are
7344,a
7345,full
7346,service
7347,e.s.g.
7348,uh
7349,consultancy
7350,firm.
7351,so
7352,we
7353,do
7354,everything
7355,from
7356,the
7357,more
7358,qualitative
7359,report
7360,writing
7361,gap
7362,"analysis,"
7363,materiality
7364,assessments
7365,all
7366,the
7367,way
7368,to
7369,the
7370,more
7371,technical
7372,side
7373,of
7374,things
7375,which
7376,involves
7377,mainly
7378,carbon
7379,accounting
7380,which
7381,is
7382,what
7383,i
7384,do.
7385,um
7386,i
7387,joined
7388,company-name-extracted
7389,after
7390,previously
7391,being
7392,at
7393,a
7394,firm
7395,that
7396,specialized
7397,in
7398,um
7399,third
7400,party
7401,assurance
7402,and
7403,verification.
7404,so
7405,primarily
7406,over
7407,carbon
7408,greenhouse
7409,gas
7410,emissions
7411,"data,"
7412,but
7413,we
7414,also
7415,touched
7416,on
7417,like
7418,water
7419,and
7420,waste
7421,and
7422,dna
7423,metrics
7424,as
7425,well.
7426,um
7427,but
7428,that
7429,really
7430,allowed
7431,me
7432,to
7433,get
7434,a
7435,a
7436,lot
7437,of
7438,exposure
7439,to
7440,a
7441,lot
7442,of
7443,different
7444,industries
7445,and
7446,how
7447,they
7448,all
7449,tackled
7450,their
7451,various
7452,unique
7453,issues
7454,when
7455,it
7456,came
7457,to
7458,carbon
7459,accounting.
7460,prior
7461,to
7462,that.
7463,um
7464,my
7465,master's
7466,"degree,"
7467,my
7468,master's
7469,degree
7470,was
7471,actually
7472,from
7473,colorado
7474,state
7475,in
7476,greenhouse
7477,"gas,"
7478,so
7479,very
7480,specific
7481,to
7482,"the,"
7483,to
7484,the
7485,work
7486,that
7487,i'm
7488,doing
7489,now.
7490,so
7491,i'm
7492,"pretty,"
7493,i'm
7494,pretty
7495,lucky
7496,that
7497,this
7498,job
7499,exists.
7500,um
7501,and
7502,then
7503,prior
7504,to
7505,"that,"
7506,prior
7507,to
7508,that
7509,i
7510,my
7511,undergraduate
7512,degree
7513,in
7514,environmental
7515,science
7516,and
7517,so
7518,really
7519,if
7520,you
7521,want
7522,to
7523,start
7524,the
7525,first
7526,thing
7527,"i,"
7528,the
7529,first
7530,time
7531,i
7532,ever
7533,really
7534,uh
7535,um
7536,got
7537,any
7538,experience
7539,with
7540,carbon
7541,accounting
7542,at
7543,all
7544,was
7545,doing
7546,research
7547,on
7548,permafrost
7549,carbon
7550,in
7551,alaska
7552,and
7553,how
7554,that
7555,is
7556,affecting
7557,the
7558,carbon
7559,cycle
7560,and
7561,how
7562,permafrost
7563,thaw
7564,is
7565,exposing
7566,more
7567,carbon
7568,to
7569,be
7570,to
7571,be
7572,um
7573,to
7574,be
7575,released.
7576,so
7577,kind
7578,of
7579,that
7580,was
7581,a
7582,backwards
7583,looking
7584,way.
7585,but
7586,"yeah,"
7587,started
7588,from
7589,an
7590,environmental
7591,science
7592,perspective.
7593,um
7594,kind
7595,of
7596,moved
7597,into
7598,it.
7599,um
7600,looking
7601,at
7602,inventories
7603,on
7604,all
7605,different
7606,"levels,"
7607,even
7608,from
7609,national
7610,government
7611,level
7612,inventories
7613,in
7614,some
7615,my
7616,graduate
7617,work
7618,and
7619,then
7620,moving
7621,towards
7622,the
7623,corporate
7624,side
7625,of
7626,things.
7627,um
7628,after
7629,i
7630,graduated.
7631,so
7632,yeah
7633,that's
7634,my
7635,background
7636,um
7637,we
7638,do
7639,inventories
7640,for
7641,companies
7642,that
7643,are
7644,"either,"
7645,they're
7646,really
7647,early
7648,on
7649,in
7650,the
7651,process
7652,taking
7653,their
7654,first
7655,steps.
7656,they
7657,maybe
7658,they
7659,don't
7660,have
7661,a
7662,program
7663,at
7664,all
7665,"yet,"
7666,or
7667,companies
7668,that
